ccode,govtseq,minister_id,name,gender,birthyear,portfolio,party,marpor,mstart_day,mstart_month,mstart_year,mts_start,mend_day,mend_month,mend_year,mts_end,died
"Latvia",16,3914,"Slesers","Male",1970,"Minister of Transport & Communications","LPP/LC",,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,3451,"Purne","Female",1963,"Minister of Welfare","ZZS",87110,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,557,"Broks","Male",1960,"Minister-at-large for Administration of European Union Funds","TB/LNNK",87223,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,297,"Bastiks","Male",1958,"Minister-at-large for Children and Family Affairs","LPP/LC",,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,1527,"Gudele","Female",1964,"Minister-at-large for E-government Matters","ZZS",87110,20,12,2007,20dec2007,14,5,2008,14may2008,0
"Latvia",16,242,"Balina","Female",1965,"Minister-at-large for E-government Matters","ZZS",87110,15,5,2008,15may2008,11,3,2009,11mar2009,0
"Latvia",16,2024,"Kastens","Male",1971,"Minister-at-large for Society Integration","LPP/LC",,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",16,1449,"Godmanis","Male",1951,"Prime Minister","LPP/LC",,20,12,2007,20dec2007,11,3,2009,11mar2009,0
"Latvia",17,1087,"Duklavs","Male",1952,"Minister of Agriculture","ZZS",87110,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,911,"Dalderis","Male",1971,"Minister of Culture","TP",87610,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,2392,"Liegis","Male",1955,"Minister of Defence","PS",,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,1995,"Kampars","Male",1967,"Minister of Economics","JL",87423,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,2139,"Koke","Male",1955,"Minister of Education and Science","ZZS",87110,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,3535,"Repse","Male",1961,"Minister of Finance","JL",87423,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,3560,"Riekstins","Male",1963,"Minister of Foreign Affairs","TP",87610,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,3635,"Rozentale","Female",1955,"Minister of Health Care","TP",87610,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,2885,"Murniece","Female",1970,"Minister of Interior","JL",87423,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,3793,"Seglins","Male",1970,"Minister of Justice","TP",87610,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,4573,"Zalans","Male",1967,"Minister of Regional Development and Municipal Affairs","TP",87610,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,1407,"Gerhards","Male",1969,"Minister of Transportation","TB/LNNK",87223,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,187,"Augulis","Male",1972,"Minister of Welfare","ZZS",87110,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",17,1045,"Dombrovskis","Male",1966,"Prime Minister","JL",87423,12,3,2009,12mar2009,23,3,2010,23mar2010,0
"Latvia",18,1087,"Duklavs","Male",1952,"Minister of Agriculture","ZZS",87110,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,911,"Dalderis","Male",1971,"Minister of Culture","IND",,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,2392,"Liegis","Male",1955,"Minister of Defence","PS",,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,1995,"Kampars","Male",1967,"Minister of Economics","JL",87423,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,2140,"Koke","Female",1955,"Minister of Education and Science","ZZS",87110,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,4374,"Vejonis","Male",1966,"Minister of Environment","ZZS",87110,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,3535,"Repse","Male",1961,"Minister of Finance","JL",87423,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,3612,"Ronis","Male",1968,"Minister of Foreign Affairs","IND",,29,4,2010,29apr2010,1,11,2010,01nov2010,0
"Latvia",18,1381,"Gavars","Male",1966,"Minister of Health Care","IND",,13,5,2010,13may2010,1,11,2010,01nov2010,0
"Latvia",18,2885,"Murniece","Female",1970,"Minister of Interior","JL",87423,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,2392,"Liegis","Male",1955,"Minister of Justice","PS",,20,4,2010,20apr2010,1,11,2010,01nov2010,0
"Latvia",18,3989,"Stake","Female",1951,"Minister of Regional Development and Municipal Affairs","ZZS",87110,23,5,2010,23may2010,1,11,2010,01nov2010,0
"Latvia",18,1407,"Gerhards","Male",1969,"Minister of Transportation","TB/LNNK",87223,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,187,"Augulis","Male",1972,"Minister of Welfare","ZZS",87110,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",18,1045,"Dombrovskis","Male",1966,"Prime Minister","JL",87423,24,3,2010,24mar2010,1,11,2010,01nov2010,0
"Latvia",19,1087,"Duklavs","Male",1952,"Minister of Agriculture","ZZS",87110,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,1135,"Elerte","Female",1957,"Minister of Culture","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,3145,"Pabriks","Male",1966,"Minister of Defence","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,1995,"Kampars","Male",1967,"Minister of Economics","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,558,"Broks","Male",1969,"Minister of Education and Science","ZZS",87110,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,4408,"Vilks","Male",1963,"Minister of Finance","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,2229,"Kristovskis","Male",1962,"Minister of Foreign Affairs","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,290,"Barzdins","Male",1966,"Minister of Health Care","ZZS",87110,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,2885,"Murniece","Female",1970,"Minister of Interior","V",87061,2,11,2010,02nov2010,6,6,2011,06jun2011,0
"Latvia",19,4026,"Stokenbergs","Male",1963,"Minister of Justice","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,4374,"Vejonis","Male",1966,"Minister of Regional Development and Municipal Affairs","ZZS",87110,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,187,"Augulis","Male",1972,"Minister of Transportation","ZZS",87110,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,1951,"Jursevska","Female",1970,"Minister of Welfare","ZZS",87110,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",19,1045,"Dombrovskis","Male",1966,"Prime Minister","V",87061,2,11,2010,02nov2010,24,10,2011,24oct2011,0
"Latvia",20,4046,"Straujuma","Female",1951,"Minister of Agriculture","IND",,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,1878,"Jaunzeme-Grende","Female",1964,"Minister of Culture","NA",87071,25,10,2011,25oct2011,30,10,2013,30oct2013,0
"Latvia",20,2682,"Melbarde","Female",1971,"Minister of Culture","NA",87071,31,10,2013,31oct2013,21,1,2014,21jan2014,0
"Latvia",20,3145,"Pabriks","Male",1966,"Minister of Defence","V",87061,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,3243,"Pavluts","Male",1976,"Minister of Economics","RP",,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,2081,"Kilis","Male",1968,"Minister of Education and Science","ZRP",,25,10,2011,25oct2011,30,4,2013,30apr2013,0
"Latvia",20,1047,"Dombrovskis","Male",1977,"Minister of Education and Science","RP",,2,5,2013,02may2013,21,1,2014,21jan2014,0
"Latvia",20,3986,"Sprudz","Male",1980,"Minister of Environment and Regional Development","RP",,25,10,2011,25oct2011,1,12,2013,01dec2013,0
"Latvia",20,4408,"Vilks","Male",1963,"Minister of Finance","V",87061,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,3571,"Rinkevics","Male",1973,"Minister of Foreign Affairs","RP",,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,756,"Circene","Female",1956,"Minister of Health Care","V",87062,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,2204,"Kozlovskis","Male",1969,"Minister of Interior","RP",,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,482,"Bordans","Male",1967,"Minister of Justice","NA",87072,5,7,2012,05jul2012,21,1,2014,21jan2014,0
"Latvia",20,373,"Berzins","Male",1970,"Minister of Justice","NA",87072,25,10,2011,25oct2011,20,6,2012,20jun2012,0
"Latvia",20,2624,"Matiss","Male",1973,"Minister of Transportation","IND",,16,1,2013,16jan2013,21,1,2014,21jan2014,0
"Latvia",20,3612,"Ronis","Male",1968,"Minister of Transportation","IND",,25,10,2011,25oct2011,15,1,2013,15jan2013,0
"Latvia",20,4416,"Vinkele","Female",1971,"Minister of Welfare","V",87062,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",20,1046,"Dombrovskis","Male",1971,"Prime Minister","V",87061,25,10,2011,25oct2011,21,1,2014,21jan2014,0
"Latvia",21,3571,"Rinkevics","Male",1973,"Foreign Minister","RP",,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,1087,"Duklavs","Male",1952,"Minister of Agriculture","ZZS",87110,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,2682,"Melbarde","Female",1971,"Minister of Culture","NA",87071,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,4374,"Vejonis","Male",1966,"Minister of Defence","ZZS",87110,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,1047,"Dombrovskis","Male",1977,"Minister of Economics","RP",,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,1077,"Druviete","Female",1958,"Minister of Education and Science","V",87062,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,750,"Cilinskis","Male",1963,"Minister of Environmental Protection & Regional Development","NA",87071,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,4408,"Vilks","Male",1963,"Minister of Finance","V",87062,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,756,"Circene","Female",1956,"Minister of Health","V",87062,22,1,2014,22jan2014,10,7,2014,10jul2014,0
"Latvia",21,556,"Broka","Female",1975,"Minister of Justice","NA",87071,22,1,2014,22jan2014,28,7,2014,28jul2014,0
"Latvia",21,373,"Berzins","Male",1970,"Minister of Justice","NA",87071,21,8,2014,21aug2014,4,11,2014,04nov2014,0
"Latvia",21,2624,"Matiss","Male",1973,"Minister of Transportation","V",87062,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,187,"Augulis","Male",1972,"Minister of Welfare","ZZS",87110,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,2204,"Kozlovskis","Male",1969,"Minister of the Interior","RP",,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",21,4046,"Straujuma","Female",1951,"Prime Minister","V",87062,22,1,2014,22jan2014,4,11,2014,04nov2014,0
"Latvia",22,3571,"Rinkevics","Male",1973,"Foreign Minister","V",87062,5,11,2014,05nov2014,,,,,0
"Latvia",22,1087,"Duklavs","Male",1952,"Minister of Agriculture","ZZS",87110,5,11,2014,05nov2014,,,,,0
"Latvia",22,2682,"Melbarde","Female",1971,"Minister of Culture","NA",87071,5,11,2014,05nov2014,,,,,0
"Latvia",22,4374,"Vejonis","Male",1966,"Minister of Defence","ZZS",87110,5,11,2014,05nov2014,,,,,0
"Latvia",22,3526,"Reizniecs-Ozola","Female",1981,"Minister of Economics","ZZS",87110,5,11,2014,05nov2014,,,,,0
"Latvia",22,3796,"Seile","Female",1966,"Minister of Education and Science","V",87062,5,11,2014,05nov2014,,,,,0
"Latvia",22,1407,"Gerhards","Male",1969,"Minister of Environmental Protection & Regional Development","NA",87071,5,11,2014,05nov2014,,,,,0
"Latvia",22,3524,"Reirs","Male",1961,"Minister of Finance","V",87062,5,11,2014,05nov2014,,,,,0
"Latvia",22,324,"Belevics","Male",1958,"Minister of Health","ZZS",87110,5,11,2014,05nov2014,,,,,0
"Latvia",22,3494,"Rasnacs","Male",1963,"Minister of Justice","NA",87071,5,11,2014,05nov2014,,,,,0
"Latvia",22,2624,"Matiss","Male",1973,"Minister of Transportation","V",87062,5,11,2014,05nov2014,,,,,0
"Latvia",22,187,"Augulis","Male",1972,"Minister of Welfare","ZZS",87110,5,11,2014,05nov2014,,,,,0
"Latvia",22,2204,"Kozlovskis","Male",1969,"Minister of the Interior","V",87062,5,11,2014,05nov2014,,,,,0
"Latvia",22,4046,"Straujuma","Female",1951,"Prime Minister","V",87062,5,11,2014,05nov2014,,,,,0
"Lithuania",8,2226,"Kristinatis","Male",1961,"Minister of Agriculture","New Union",88410,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,258,"Barakauskas","Male",1952,"Minister of Communications","Lib",88422,24,1,2001,24jan2001,4,7,2001,04jul2001,0
"Lithuania",8,4051,"Striaukas","Male",1960,"Minister of Communications","Lib",88422,27,10,2000,27oct2000,23,1,2001,23jan2001,0
"Lithuania",8,2070,"Kevisas","Male",1954,"Minister of Culture","Lib",88422,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,2405,"Linkevicius","Male",1961,"Minister of Defence","IND",,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,2540,"Maldeikis","Male",1958,"Minister of Economy","Lib",88422,27,10,2000,27oct2000,14,2,2001,14feb2001,0
"Lithuania",8,1398,"Gentvilas","Male",1960,"Minister of Economy","Lib",88422,15,2,2001,15feb2001,4,7,2001,04jul2001,0
"Lithuania",8,2813,"Monkevicius","Male",1956,"Minister of Education & Science","New Union",88410,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,4617,"Zukauskas","Male",1951,"Minister of Environment","Lib",88422,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,2407,"Lionginas","Male",1956,"Minister of Finance","Lib",88422,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,4324,"Valionis","Male",1950,"Minister of Foreign Affairs","New Union",88410,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,1037,"Dobrovolskis","Male",1939,"Minister of Health Care","New Union",88410,15,5,2001,15may2001,4,7,2001,04jul2001,0
"Lithuania",8,1866,"Janusonis","Male",1950,"Minister of Health Care","New Union",88410,27,10,2000,27oct2000,14,5,2001,14may2001,0
"Lithuania",8,285,"Bartkus","Male",1966,"Minister of Justice","Lib",88422,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,427,"Blinkeviciute","Female",1960,"Minister of Social Security & Labour","New Union",88410,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,2580,"Markevicius","Male",1962,"Minister of the Interior","New Union",88410,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",8,3161,"Paksas","Male",1956,"Prime Minister","Lib",88422,27,10,2000,27oct2000,4,7,2001,04jul2001,0
"Lithuania",9,2226,"Kristinatis","Male",1961,"Minister of Agriculture","New Union",88410,5,7,2001,05jul2001,1,10,2001,01oct2001,0
"Lithuania",9,2215,"Kraujelis","Male",1938,"Minister of Agriculture","New Union",88410,2,10,2001,02oct2001,13,12,2004,13dec2004,0
"Lithuania",9,237,"Balcytis","Male",1953,"Minister of Communications","LSDP",88321,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,4571,"Zakaitiene","Female",1956,"Minister of Culture","LSDP",88321,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,2405,"Linkevicius","Male",1961,"Minister of Defence","IND",,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,698,"Cesna","Male",1945,"Minister of Economy","IND",,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,2813,"Monkevicius","Male",1956,"Minister of Education & Science","New Union",88410,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,2257,"Kundrotas","Male",1963,"Minister of Environment","IND",,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,1523,"Grybauskaite","Female",1956,"Minister of Finance","IND",,5,7,2001,05jul2001,3,5,2004,03may2004,0
"Lithuania",9,613,"Butkevicius","Male",1958,"Minister of Finance","LSDP",88321,4,5,2004,04may2004,13,12,2004,13dec2004,0
"Lithuania",9,4324,"Valionis","Male",1950,"Minister of Foreign Affairs","New Union",88410,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,1037,"Dobrovolskis","Male",1939,"Minister of Health Care","New Union",88410,5,7,2001,05jul2001,5,3,2003,05mar2003,0
"Lithuania",9,3080,"Olekas","Male",1955,"Minister of Health Care","LSDP",88321,6,3,2003,06mar2003,13,12,2004,13dec2004,0
"Lithuania",9,2580,"Markevicius","Male",1962,"Minister of Justice","New Union",88410,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,427,"Blinkeviciute","Female",1960,"Minister of Social Security & Labour","New Union",88410,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",9,590,"Bulovas","Male",1939,"Minister of the Interior","LSDP",88321,12,5,2003,12may2003,13,12,2004,13dec2004,0
"Lithuania",9,360,"Bernatonis","Male",1953,"Minister of the Interior","LSDP",88321,5,7,2001,05jul2001,11,5,2003,11may2003,0
"Lithuania",9,541,"Brazauskas","Male",1932,"Prime Minister","LSDP",88321,5,7,2001,05jul2001,13,12,2004,13dec2004,0
"Lithuania",10,3442,"Prunskiene","Female",1943,"Minister of Agriculture","UPNDP",88081,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,237,"Balcytis","Male",1953,"Minister of Communications","LSDP",88321,14,12,2004,14dec2004,9,6,2005,09jun2005,0
"Lithuania",10,698,"Cesna","Male",1945,"Minister of Communications","LSDP",88321,10,6,2005,10jun2005,10,4,2006,10apr2006,0
"Lithuania",10,3441,"Prudnikovas","Male",1949,"Minister of Culture","LP",88440,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,2090,"Kirkilas","Male",1951,"Minister of Defence","LSDP",88321,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,4310,"Uspaskich","Male",1959,"Minister of Economy","LP",88440,14,12,2004,14dec2004,28,6,2005,28jun2005,0
"Lithuania",10,932,"Dauksys","Male",1960,"Minister of Economy","LP",88440,29,6,2005,29jun2005,10,4,2006,10apr2006,0
"Lithuania",10,2856,"Motuzas","Male",1956,"Minister of Education & Science","LSDP",88321,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,2257,"Kundrotas","Male",1963,"Minister of Environment","LSDP",88321,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,237,"Balcytis","Male",1953,"Minister of Finance","LSDP",88321,13,5,2005,13may2005,10,4,2006,10apr2006,0
"Lithuania",10,613,"Butkevicius","Male",1958,"Minister of Finance","LSDP",88321,14,12,2004,14dec2004,12,5,2005,12may2005,0
"Lithuania",10,4324,"Valionis","Male",1950,"Minister of Foreign Affairs","New Union",88410,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,3147,"Padaiga","Male",1962,"Minister of Health Care","LP",88440,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,618,"Buzinskas","Male",1960,"Minister of Justice","LP",88440,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,427,"Blinkeviciute","Female",1960,"Minister of Social Security & Labour","New Union",88410,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,1335,"Furmanavicius","Male",1961,"Minister of the Interior","LP",88440,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",10,541,"Brazauskas","Male",1932,"Prime Minister","LSDP",88321,14,12,2004,14dec2004,10,4,2006,10apr2006,0
"Lithuania",11,3442,"Prunskiene","Female",1943,"Minister of Agriculture","UPNDP",88081,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,698,"Cesna","Male",1945,"Minister of Communications","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,3441,"Prudnikovas","Male",1949,"Minister of Culture","LP",88440,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,2090,"Kirkilas","Male",1951,"Minister of Defence","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,932,"Dauksys","Male",1960,"Minister of Economy","LP",88440,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,2856,"Motuzas","Male",1956,"Minister of Education & Science","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,2257,"Kundrotas","Male",1963,"Minister of Environment","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,237,"Balcytis","Male",1953,"Minister of Finance","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,4324,"Valionis","Male",1950,"Minister of Foreign Affairs","IND",,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,3147,"Padaiga","Male",1962,"Minister of Health Care","LP",88440,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,618,"Buzinskas","Male",1960,"Minister of Justice","LP",88440,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,427,"Blinkeviciute","Female",1960,"Minister of Social Security & Labour","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,1335,"Furmanavicius","Male",1961,"Minister of the Interior","LP",88440,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",11,541,"Brazauskas","Male",1932,"Prime Minister","LSDP",88321,11,4,2006,11apr2006,17,7,2006,17jul2006,0
"Lithuania",12,3442,"Prunskiene","Female",1943,"Minister of Agriculture","LPPU",,18,7,2006,18jul2006,30,1,2008,30jan2008,0
"Lithuania",12,613,"Butkevicius","Male",1958,"Minister of Communications","LSDP",88321,18,7,2006,18jul2006,30,1,2008,30jan2008,0
"Lithuania",12,1932,"Jucas","Male",1952,"Minister of Culture","LCU",88430,18,7,2006,18jul2006,30,1,2008,30jan2008,0
"Lithuania",12,3080,"Olekas","Male",1955,"Minister of Defence","LSDP",88321,18,7,2006,18jul2006,30,1,2008,30jan2008,0
"Lithuania",12,2937,"Navickas","Male",1952,"Minister of Economy","LPPU",,18,7,2006,18jul2006,30,1,2008,30jan2008,0
"Lithuania",12,4571,"Zakaitiene","Female",1956,"Minister of Education & Science","LSDP",88321,18,7,2006,18jul2006,30,1,2008,30jan2008,0
